Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Philadelphia,Weekly,"2021-06-13 00:00:00",Conventional,1.100490883,698023.62,145968.90,224693.36,379.82,268809.09,,,,58172.43
Philadelphia,Weekly,"2021-06-06 00:00:00",Conventional,1.172436609,656522.71,132789.44,219115.65,342.95,238040.05,,,,66234.63
Philadelphia,Weekly,"2021-05-30 00:00:00",Conventional,1.183005564,668863.22,131759.41,226925.71,274.40,252034.92,,,,57868.79
Philadelphia,Weekly,"2021-05-23 00:00:00",Conventional,1.176510945,674582.15,133896.74,237480.30,295.43,240882.16,,,,62027.52
Phoenix/Tucson,Weekly,"2021-06-13 00:00:00",Conventional,0.856249256,1341561.51,446200.74,207428.73,3807.45,147037.21,,,,537087.38
Phoenix/Tucson,Weekly,"2021-06-06 00:00:00",Conventional,0.902112508,1304542.52,452770.64,178703.98,4676.95,151497.54,,,,516893.41
Phoenix/Tucson,Weekly,"2021-05-30 00:00:00",Conventional,0.961307958,1239569.04,373038.50,202719.98,4842.30,160294.09,,,,498674.16
Phoenix/Tucson,Weekly,"2021-05-23 00:00:00",Conventional,0.887850053,1260709.99,324802.88,211206.61,3954.51,148651.87,,,,572094.12
Pittsburgh,Weekly,"2021-06-13 00:00:00",Conventional,1.239190427,120809.71,29281.44,8692.28,8.50,47849.01,,,,34978.48
Pittsburgh,Weekly,"2021-06-06 00:00:00",Conventional,1.235647636,122261.60,28280.37,12102.11,24.57,46455.71,,,,35398.85
Pittsburgh,Weekly,"2021-05-30 00:00:00",Conventional,1.236206912,123094.48,33435.22,11985.35,10.41,51249.49,,,,26414.01
Pittsburgh,Weekly,"2021-05-23 00:00:00",Conventional,1.044522093,155198.46,60864.97,10939.93,13.25,47608.36,,,,35771.94
Portland,Weekly,"2021-06-13 00:00:00",Conventional,1.265173862,661713.74,116500.26,70201.51,4914.36,79403.01,,,,390694.60
Portland,Weekly,"2021-06-06 00:00:00",Conventional,1.270137649,691013.85,125994.11,66419.80,5139.29,84303.86,,,,409156.79
Portland,Weekly,"2021-05-30 00:00:00",Conventional,1.359156285,633291.73,118375.10,62791.67,5042.63,102596.63,,,,344485.70
Portland,Weekly,"2021-05-23 00:00:00",Conventional,1.278192531,633017.31,121917.00,50434.29,7551.63,86948.67,,,,366165.71
Providence,Weekly,"2021-06-13 00:00:00",Conventional,1.562826093,97958.00,2768.67,63854.88,18.90,17416.19,,,,13899.36
Providence,Weekly,"2021-06-06 00:00:00",Conventional,1.514727207,96753.10,3370.46,69024.16,50.03,17911.50,,,,6396.94
Providence,Weekly,"2021-05-30 00:00:00",Conventional,1.577934952,97586.58,2706.41,65869.58,27.24,19149.00,,,,9834.34
Providence,Weekly,"2021-05-23 00:00:00",Conventional,1.379182037,108979.63,2866.69,62756.13,18.48,22188.97,,,,21149.37
Raleigh/Greensboro,Weekly,"2021-06-13 00:00:00",Conventional,1.157954722,444223.55,187638.29,78608.22,2864.68,148652.40,,,,26459.95
Raleigh/Greensboro,Weekly,"2021-06-06 00:00:00",Conventional,1.207115268,431174.34,173762.05,73650.58,2256.16,158570.84,,,,22934.71
Raleigh/Greensboro,Weekly,"2021-05-30 00:00:00",Conventional,1.215968323,437991.04,179989.57,76104.55,2234.00,161449.45,,,,18213.46
Raleigh/Greensboro,Weekly,"2021-05-23 00:00:00",Conventional,1.178879221,443301.20,186743.37,68307.25,2654.95,159485.37,,,,26110.25
Richmond/Norfolk,Weekly,"2021-06-13 00:00:00",Conventional,1.171899529,305696.59,101249.87,60062.08,753.70,72451.26,,,,71179.68
Richmond/Norfolk,Weekly,"2021-06-06 00:00:00",Conventional,1.200368338,315822.83,92729.14,68739.97,620.01,74279.45,,,,79454.27
Richmond/Norfolk,Weekly,"2021-05-30 00:00:00",Conventional,1.170202303,340542.90,104211.25,70670.93,590.83,80098.13,,,,84971.75
Richmond/Norfolk,Weekly,"2021-05-23 00:00:00",Conventional,1.160673759,329051.91,100969.77,62163.72,685.59,78070.68,,,,87162.15
Roanoke,Weekly,"2021-06-13 00:00:00",Conventional,1.052544879,189682.53,64831.32,22397.49,163.14,44950.76,,,,57339.81
Roanoke,Weekly,"2021-06-06 00:00:00",Conventional,1.109698461,184799.46,55560.12,25081.98,69.84,46199.88,,,,57887.65
Roanoke,Weekly,"2021-05-30 00:00:00",Conventional,1.068654716,196471.49,61630.27,24067.77,86.85,46481.06,,,,64205.55
Roanoke,Weekly,"2021-05-23 00:00:00",Conventional,1.064359465,199230.75,60803.88,23458.72,71.19,46650.31,,,,68246.65
Sacramento,Weekly,"2021-06-13 00:00:00",Conventional,1.438811726,467229.07,131353.64,143768.79,1394.26,93394.15,,,,97318.24
Sacramento,Weekly,"2021-06-06 00:00:00",Conventional,1.278279659,493694.40,151222.91,135731.80,903.43,93129.53,,,,112706.73
Sacramento,Weekly,"2021-05-30 00:00:00",Conventional,1.337685218,530443.59,125349.45,212725.42,761.21,95310.25,,,,96297.27
Sacramento,Weekly,"2021-05-23 00:00:00",Conventional,1.148998828,529070.28,121463.83,214574.10,506.95,87071.25,,,,105454.15
"San Diego",Weekly,"2021-06-13 00:00:00",Conventional,1.314535243,512363.22,89849.17,20850.22,8610.21,130455.91,,,,262597.71
"San Diego",Weekly,"2021-06-06 00:00:00",Conventional,1.350776678,525672.78,95245.50,28597.10,7850.53,111903.33,,,,282076.33
"San Diego",Weekly,"2021-05-30 00:00:00",Conventional,1.423261392,507157.15,89162.81,20524.56,6743.68,121574.62,,,,269151.47
"San Diego",Weekly,"2021-05-23 00:00:00",Conventional,1.362557208,508858.43,85358.81,21274.49,7393.68,116666.63,,,,278164.83
"San Francisco",Weekly,"2021-06-13 00:00:00",Conventional,1.534828068,758542.36,211295.72,142122.73,3486.43,121819.81,,,,279817.68
"San Francisco",Weekly,"2021-06-06 00:00:00",Conventional,1.178933405,904441.17,269279.73,155239.52,3077.55,116248.59,,,,360595.78
"San Francisco",Weekly,"2021-05-30 00:00:00",Conventional,1.635580183,736429.30,153269.97,166640.08,2327.50,129098.64,,,,285093.11
"San Francisco",Weekly,"2021-05-23 00:00:00",Conventional,1.208038943,809093.82,144841.96,200355.93,1627.93,117557.67,,,,344710.32
Seattle,Weekly,"2021-06-13 00:00:00",Conventional,1.536360902,536788.67,91719.93,76314.03,393.96,63120.69,,,,305240.06
Seattle,Weekly,"2021-06-06 00:00:00",Conventional,1.646301596,519837.44,88001.41,66596.15,447.04,67695.71,,,,297097.12
Seattle,Weekly,"2021-05-30 00:00:00",Conventional,1.662339963,522041.43,84826.57,62449.36,562.17,63744.35,,,,310458.98
Seattle,Weekly,"2021-05-23 00:00:00",Conventional,1.603891511,508071.70,89847.02,55947.81,421.05,64366.97,,,,297488.84
"South Carolina",Weekly,"2021-06-13 00:00:00",Conventional,1.149841247,521373.36,207838.91,52105.48,1433.34,158080.59,,,,101915.04
"South Carolina",Weekly,"2021-06-06 00:00:00",Conventional,1.156577184,539561.78,220204.63,49934.32,1085.70,171258.84,,,,97078.29
"South Carolina",Weekly,"2021-05-30 00:00:00",Conventional,1.170988211,558020.29,228377.78,50731.50,1139.13,168571.57,,,,109200.31
"South Carolina",Weekly,"2021-05-23 00:00:00",Conventional,1.157789552,549296.34,224558.09,45107.98,1291.15,170760.20,,,,107578.92
Spokane,Weekly,"2021-06-13 00:00:00",Conventional,1.230701147,84464.86,20039.84,9488.39,39.75,14068.62,,,,40828.27
Spokane,Weekly,"2021-06-06 00:00:00",Conventional,1.363185883,82058.28,21121.42,8306.94,76.23,14601.48,,,,37952.22
Spokane,Weekly,"2021-05-30 00:00:00",Conventional,1.385503530,79714.96,20260.75,8045.94,98.46,13847.22,,,,37462.58
Spokane,Weekly,"2021-05-23 00:00:00",Conventional,1.326240580,77553.86,20125.92,7354.81,32.86,14516.39,,,,35523.89
"St. Louis",Weekly,"2021-06-13 00:00:00",Conventional,1.050305865,216735.46,86217.21,9540.65,63.24,66888.72,,,,54025.64
"St. Louis",Weekly,"2021-06-06 00:00:00",Conventional,1.066668675,215948.49,84629.59,10272.04,177.64,68093.26,,,,52775.97
"St. Louis",Weekly,"2021-05-30 00:00:00",Conventional,1.062444704,218619.27,84242.81,10199.86,65.47,68737.03,,,,55374.10
"St. Louis",Weekly,"2021-05-23 00:00:00",Conventional,0.989634223,235073.40,98873.37,9107.69,189.43,68672.73,,,,58230.18
Syracuse,Weekly,"2021-06-13 00:00:00",Conventional,1.189384912,95437.09,11615.94,39221.33,574.73,38880.10,,,,5145.00
Syracuse,Weekly,"2021-06-06 00:00:00",Conventional,1.165157449,94596.75,12480.43,39184.24,469.47,37144.36,,,,5318.25
Syracuse,Weekly,"2021-05-30 00:00:00",Conventional,1.175479164,97990.13,12981.95,40302.32,553.73,38970.91,,,,5181.23
Syracuse,Weekly,"2021-05-23 00:00:00",Conventional,1.141098175,100942.77,10660.89,43502.17,608.35,40161.16,,,,6010.20
Tampa,Weekly,"2021-06-13 00:00:00",Conventional,1.153443564,576812.46,220778.43,16510.72,19.11,200362.47,,,,139141.74
Tampa,Weekly,"2021-06-06 00:00:00",Conventional,1.121761290,610467.46,223471.78,16396.67,10.50,226919.32,,,,143669.19
Tampa,Weekly,"2021-05-30 00:00:00",Conventional,1.176285006,596920.85,238946.99,17096.99,22.06,198434.81,,,,142420.00
Tampa,Weekly,"2021-05-23 00:00:00",Conventional,1.170088534,590695.54,250072.73,18198.51,41.51,194733.69,,,,127649.10
Toledo,Weekly,"2021-06-13 00:00:00",Conventional,1.064337583,147771.84,21500.26,27183.37,5278.39,35419.28,,,,58390.54
Toledo,Weekly,"2021-06-06 00:00:00",Conventional,1.133387791,131402.67,24334.68,22831.52,5552.08,32242.86,,,,46441.53
Toledo,Weekly,"2021-05-30 00:00:00",Conventional,1.174890014,140560.57,22569.92,24703.31,10169.79,33172.96,,,,49944.59
Toledo,Weekly,"2021-05-23 00:00:00",Conventional,1.024401109,149576.63,31299.85,19082.54,4985.62,33842.32,,,,60366.31
"West Tex/New Mexico",Weekly,"2021-06-13 00:00:00",Conventional,0.892604027,1004008.22,328289.31,118091.08,5582.63,387777.80,,,,164267.40
"West Tex/New Mexico",Weekly,"2021-06-06 00:00:00",Conventional,0.969682201,958909.21,321219.91,127190.49,7366.04,347614.95,,,,155517.83
"West Tex/New Mexico",Weekly,"2021-05-30 00:00:00",Conventional,0.992570230,968661.91,298043.76,141461.84,8682.78,376599.01,,,,143874.54
"West Tex/New Mexico",Weekly,"2021-05-23 00:00:00",Conventional,0.986089207,895637.72,294936.44,124471.60,7416.01,324657.36,,,,144156.31
Wichita,Weekly,"2021-06-13 00:00:00",Conventional,0.946558333,114196.55,28155.91,6120.22,9.76,31166.13,,,,48744.52
Wichita,Weekly,"2021-06-06 00:00:00",Conventional,0.954962752,118140.94,26990.73,6572.75,35.94,29997.47,,,,54544.06
Wichita,Weekly,"2021-05-30 00:00:00",Conventional,0.974693568,112985.42,29612.26,2567.12,13.00,31720.02,,,,49073.03
Wichita,Weekly,"2021-05-23 00:00:00",Conventional,0.954708757,111560.52,29158.01,2719.22,4.33,32732.17,,,,46946.78
California,Weekly,"2021-06-13 00:00:00",Conventional,1.327515637,5961933.28,1503432.03,566049.83,99100.51,1331429.10,,,,2461921.81
California,Weekly,"2021-06-06 00:00:00",Conventional,1.273816381,6262807.64,1691260.79,583209.94,89943.30,1221168.75,,,,2677224.87
California,Weekly,"2021-05-30 00:00:00",Conventional,1.388782388,5935418.70,1359644.71,697840.21,78341.71,1300226.60,,,,2499365.46
California,Weekly,"2021-05-23 00:00:00",Conventional,1.275761798,5936707.28,1207090.95,754202.68,81422.38,1223844.49,,,,2670146.79
"Great Lakes",Weekly,"2021-06-13 00:00:00",Conventional,1.170113026,4020492.73,643146.88,731555.47,166122.05,1005800.19,,,,1473868.15
"Great Lakes",Weekly,"2021-06-06 00:00:00",Conventional,1.132014681,4096487.31,721617.58,687718.34,160396.90,958699.99,,,,1568054.50
"Great Lakes",Weekly,"2021-05-30 00:00:00",Conventional,1.245710322,3919605.53,652968.93,746057.11,261379.22,975298.72,,,,1283901.56
"Great Lakes",Weekly,"2021-05-23 00:00:00",Conventional,1.082200104,4284126.73,814955.34,636679.46,165413.85,1037460.84,,,,1629617.25
Midsouth,Weekly,"2021-06-13 00:00:00",Conventional,1.161762135,4009614.45,1367459.32,701767.93,12605.03,1234231.78,,,,693550.40
Midsouth,Weekly,"2021-06-06 00:00:00",Conventional,1.223526927,3971786.44,1258124.00,687096.11,9774.20,1293702.26,,,,723089.87
Midsouth,Weekly,"2021-05-30 00:00:00",Conventional,1.216073535,4112189.68,1325207.68,719390.89,9760.49,1330482.73,,,,727347.90
Midsouth,Weekly,"2021-05-23 00:00:00",Conventional,1.205209136,4093961.43,1319140.92,678132.02,11149.79,1327989.32,,,,757549.39
Northeast,Weekly,"2021-06-13 00:00:00",Conventional,1.276275797,5808503.07,667430.42,2889346.81,8608.46,1841320.12,,,,401797.26
Northeast,Weekly,"2021-06-06 00:00:00",Conventional,1.259966930,5859002.00,676340.20,2979127.81,6389.75,1819976.02,,,,377168.21
Northeast,Weekly,"2021-05-30 00:00:00",Conventional,1.307990491,5874217.59,648459.43,3007660.09,7807.74,1836176.25,,,,374114.07
Northeast,Weekly,"2021-05-23 00:00:00",Conventional,1.248497081,6131590.88,655463.38,3077974.36,8451.18,1873670.70,,,,516031.26
Plains,Weekly,"2021-06-13 00:00:00",Conventional,1.157876484,2088546.67,617535.61,445627.99,12439.80,643206.00,,,,369737.26
Plains,Weekly,"2021-06-06 00:00:00",Conventional,1.171497007,2055335.71,596853.93,455115.00,5792.43,623252.82,,,,374321.53
Plains,Weekly,"2021-05-30 00:00:00",Conventional,1.110484798,2055573.04,601024.52,461874.51,1642.91,633941.90,,,,357089.20
Plains,Weekly,"2021-05-23 00:00:00",Conventional,1.150509251,1989535.62,595000.44,390749.58,2408.66,650075.39,,,,351301.55
"South Central",Weekly,"2021-06-13 00:00:00",Conventional,0.833092007,6527756.67,2735389.02,746372.96,96712.19,1919275.50,,,,1030007.01
"South Central",Weekly,"2021-06-06 00:00:00",Conventional,0.879095696,6211700.33,2618043.22,804213.91,88423.85,1634699.13,,,,1066320.22
"South Central",Weekly,"2021-05-30 00:00:00",Conventional,0.887828070,6239812.43,2698716.28,763430.38,106264.76,1650989.46,,,,1020411.55
"South Central",Weekly,"2021-05-23 00:00:00",Conventional,0.877656072,5846648.25,2394358.97,760606.09,93868.37,1570863.75,,,,1026951.06
Southeast,Weekly,"2021-06-13 00:00:00",Conventional,1.140557829,5337635.60,2176072.29,210193.73,2315.96,1691873.36,,,,1257180.26
Southeast,Weekly,"2021-06-06 00:00:00",Conventional,1.122507992,5521898.53,2146947.11,203567.44,1925.09,1875654.22,,,,1293804.67
Southeast,Weekly,"2021-05-30 00:00:00",Conventional,1.152070975,5540687.46,2295867.70,203218.97,1853.97,1708773.96,,,,1330972.86
Southeast,Weekly,"2021-05-23 00:00:00",Conventional,1.146074660,5460546.35,2253557.67,198791.05,2150.01,1710657.34,,,,1295390.28
West,Weekly,"2021-06-13 00:00:00",Conventional,1.114707920,7014751.67,1625314.70,821300.07,23274.77,1466819.05,,,,3078043.09
West,Weekly,"2021-06-06 00:00:00",Conventional,1.144910813,6998166.87,1677677.63,772693.21,26330.76,1434095.46,,,,3087369.80
West,Weekly,"2021-05-30 00:00:00",Conventional,1.176863401,6764468.90,1516343.52,811726.80,25035.52,1499075.33,,,,2912287.74
West,Weekly,"2021-05-23 00:00:00",Conventional,1.107895424,6885560.63,1456418.68,795848.90,25433.59,1467695.82,,,,3140163.64
"Total U.S.",Weekly,"2021-06-13 00:00:00",Conventional,1.139443602,40769234.14,11335780.27,7112214.79,421178.77,11133955.08,,,,10766105.23
"Total U.S.",Weekly,"2021-06-06 00:00:00",Conventional,1.145413921,40977184.82,11386864.45,7172741.76,388976.28,10861248.65,,,,11167353.68
"Total U.S.",Weekly,"2021-05-30 00:00:00",Conventional,1.186305320,40441973.33,11098232.77,7411198.96,492086.32,10934964.95,,,,10505490.34
"Total U.S.",Weekly,"2021-05-23 00:00:00",Conventional,1.134825532,40628677.15,10695986.34,7292984.13,390297.83,10862257.63,,,,11387151.21
Albany,Weekly,"2021-06-13 00:00:00",Organic,1.691627429,3854.74,46.26,386.99,12.22,3165.85,,,,243.42
Albany,Weekly,"2021-06-06 00:00:00",Organic,1.727293270,3626.34,41.24,410.40,22.40,2907.91,,,,244.38
Albany,Weekly,"2021-05-30 00:00:00",Organic,1.778037443,3252.77,43.64,436.60,3.06,2528.93,,,,240.54
Albany,Weekly,"2021-05-23 00:00:00",Organic,1.677455664,3873.99,35.09,401.96,41.83,3192.23,,,,202.88
Atlanta,Weekly,"2021-06-13 00:00:00",Organic,1.698383531,32909.52,138.06,2697.95,0.00,14553.00,,,,15520.52
Atlanta,Weekly,"2021-06-06 00:00:00",Organic,1.758727515,28962.11,152.87,2696.71,0.00,11520.48,,,,14592.05
Atlanta,Weekly,"2021-05-30 00:00:00",Organic,1.654216480,27759.50,131.43,2861.81,0.00,8611.52,,,,16154.75
Atlanta,Weekly,"2021-05-23 00:00:00",Organic,1.627382479,28882.92,58.20,2957.74,0.00,9413.27,,,,16453.72
Baltimore/Washington,Weekly,"2021-06-13 00:00:00",Organic,1.280821901,93707.57,530.13,3395.27,4.61,87843.30,,,,1934.25
Baltimore/Washington,Weekly,"2021-06-06 00:00:00",Organic,1.219537449,102897.43,528.67,3519.12,5.77,96833.21,,,,2010.65
Baltimore/Washington,Weekly,"2021-05-30 00:00:00",Organic,1.223053188,95031.84,426.74,3228.66,4.61,89394.79,,,,1977.03
Baltimore/Washington,Weekly,"2021-05-23 00:00:00",Organic,1.201672417,100040.68,435.11,3531.54,5.76,94760.41,,,,1307.87
Birmingham/Montgomery,Weekly,"2021-06-13 00:00:00",Organic,1.463459607,10819.46,189.47,184.02,0.00,9871.79,,,,574.19
Birmingham/Montgomery,Weekly,"2021-06-06 00:00:00",Organic,1.524465533,8940.17,138.49,164.19,0.00,8014.33,,,,623.16
Birmingham/Montgomery,Weekly,"2021-05-30 00:00:00",Organic,1.480660326,10856.47,82.44,200.10,0.00,9815.83,,,,758.09
Birmingham/Montgomery,Weekly,"2021-05-23 00:00:00",Organic,1.308181382,14218.90,48.55,243.71,0.00,13368.83,,,,557.82
Boise,Weekly,"2021-06-13 00:00:00",Organic,2.106846603,5026.90,0.00,569.94,0.00,1549.41,,,,2907.55
Boise,Weekly,"2021-06-06 00:00:00",Organic,2.161403062,5499.29,0.00,628.16,1.21,1440.60,,,,3429.32
Boise,Weekly,"2021-05-30 00:00:00",Organic,2.265735423,5216.14,0.00,580.56,2.42,1157.10,,,,3476.05
Boise,Weekly,"2021-05-23 00:00:00",Organic,2.252834727,5726.82,0.00,630.63,0.00,1373.40,,,,3722.78
Boston,Weekly,"2021-06-13 00:00:00",Organic,2.051117379,33148.07,120.31,1982.24,0.00,30302.55,,,,742.98
Boston,Weekly,"2021-06-06 00:00:00",Organic,2.022363941,33903.08,132.06,1777.76,0.00,31157.66,,,,835.60
Boston,Weekly,"2021-05-30 00:00:00",Organic,2.025118782,34897.07,135.94,2451.76,0.00,31576.76,,,,732.60
Boston,Weekly,"2021-05-23 00:00:00",Organic,2.007603079,34628.03,108.58,1732.13,0.00,31969.42,,,,817.90
Buffalo/Rochester,Weekly,"2021-06-13 00:00:00",Organic,1.605988011,9972.81,1072.40,532.89,5.55,8361.97,,,,0.00
Buffalo/Rochester,Weekly,"2021-06-06 00:00:00",Organic,1.464519232,13494.56,1125.83,182.07,6.66,12180.00,,,,0.00
Buffalo/Rochester,Weekly,"2021-05-30 00:00:00",Organic,1.410058064,14275.28,1012.74,202.34,4.45,13055.76,,,,0.00
Buffalo/Rochester,Weekly,"2021-05-23 00:00:00",Organic,1.531726199,17134.23,992.41,113.42,2.22,16026.18,,,,0.00
Charlotte,Weekly,"2021-06-13 00:00:00",Organic,1.634124172,20868.60,50.82,2889.66,15.74,16754.81,,,,1157.57
Charlotte,Weekly,"2021-06-06 00:00:00",Organic,1.649832349,21402.64,50.67,2948.83,13.55,17056.29,,,,1333.31
Charlotte,Weekly,"2021-05-30 00:00:00",Organic,1.676883073,20892.42,36.29,3063.44,14.71,16804.06,,,,973.92
Charlotte,Weekly,"2021-05-23 00:00:00",Organic,1.652824417,20302.34,46.85,3213.19,19.26,16762.03,,,,261.01
Chicago,Weekly,"2021-06-13 00:00:00",Organic,1.631737844,64707.31,926.66,5206.18,0.00,19677.12,,,,38897.35
Chicago,Weekly,"2021-06-06 00:00:00",Organic,1.854071199,43236.64,500.86,2809.59,0.00,16474.40,,,,23451.79
Chicago,Weekly,"2021-05-30 00:00:00",Organic,1.799685172,42214.91,499.48,3064.33,0.00,17271.17,,,,21379.92
Chicago,Weekly,"2021-05-23 00:00:00",Organic,1.715839522,48327.34,364.81,3547.48,0.00,20307.46,,,,24107.59
Cincinnati/Dayton,Weekly,"2021-06-13 00:00:00",Organic,1.833541291,15136.55,427.80,2118.57,0.00,2705.69,,,,9884.49
Cincinnati/Dayton,Weekly,"2021-06-06 00:00:00",Organic,2.192513198,12654.21,464.58,1786.14,0.00,2597.97,,,,7805.51
Cincinnati/Dayton,Weekly,"2021-05-30 00:00:00",Organic,2.235353267,14115.81,474.68,2134.53,0.00,2366.43,,,,9140.16
Cincinnati/Dayton,Weekly,"2021-05-23 00:00:00",Organic,1.788048662,17176.11,493.55,2360.28,0.00,3436.67,,,,10885.61
Columbus,Weekly,"2021-06-13 00:00:00",Organic,1.720012090,10023.85,547.06,1033.45,0.00,3725.28,,,,4718.06
Columbus,Weekly,"2021-06-06 00:00:00",Organic,1.990658881,9937.20,687.47,993.46,0.00,3271.56,,,,4984.71
Columbus,Weekly,"2021-05-30 00:00:00",Organic,2.001859541,9130.63,632.80,866.20,0.00,3246.64,,,,4384.99
Columbus,Weekly,"2021-05-23 00:00:00",Organic,1.600081165,11139.43,651.62,951.92,0.00,3471.05,,,,6064.84
"Dallas/Ft. Worth",Weekly,"2021-06-13 00:00:00",Organic,1.517236316,46354.23,2929.16,164.13,0.00,32046.03,,,,11214.90
"Dallas/Ft. Worth",Weekly,"2021-06-06 00:00:00",Organic,1.510444773,47872.71,2545.93,216.83,0.00,33752.43,,,,11357.53
"Dallas/Ft. Worth",Weekly,"2021-05-30 00:00:00",Organic,1.510839199,47371.91,2920.46,229.69,0.00,32848.34,,,,11373.41
"Dallas/Ft. Worth",Weekly,"2021-05-23 00:00:00",Organic,1.475274366,43387.71,3241.97,200.96,0.00,31830.97,,,,8113.82
Denver,Weekly,"2021-06-13 00:00:00",Organic,1.764415807,46955.79,2392.93,1723.80,0.00,14016.58,,,,28822.48
Denver,Weekly,"2021-06-06 00:00:00",Organic,1.755482499,42430.48,1546.25,2401.50,0.00,14011.20,,,,24471.54
Denver,Weekly,"2021-05-30 00:00:00",Organic,1.747119439,45049.00,1941.03,2336.23,0.00,12767.48,,,,28004.26
Denver,Weekly,"2021-05-23 00:00:00",Organic,1.593558766,40379.54,2581.97,1464.54,0.00,12629.79,,,,23703.24
Detroit,Weekly,"2021-06-13 00:00:00",Organic,1.337870963,20813.03,306.66,1678.59,0.00,12213.26,,,,6614.52
Detroit,Weekly,"2021-06-06 00:00:00",Organic,1.536055620,20739.26,228.39,1677.53,0.00,12088.56,,,,6744.79
Detroit,Weekly,"2021-05-30 00:00:00",Organic,1.508116493,21764.86,284.48,1715.75,0.00,12956.84,,,,6807.78
Detroit,Weekly,"2021-05-23 00:00:00",Organic,1.245105827,22395.75,294.23,1664.49,0.00,14132.79,,,,6304.24
"Grand Rapids",Weekly,"2021-06-13 00:00:00",Organic,1.019336429,12737.86,97.52,1714.37,0.00,10925.96,,,,0.00
"Grand Rapids",Weekly,"2021-06-06 00:00:00",Organic,1.052763936,12656.51,50.01,1673.76,0.00,10932.74,,,,0.00
"Grand Rapids",Weekly,"2021-05-30 00:00:00",Organic,1.124958299,10499.11,80.44,1497.46,0.00,8921.22,,,,0.00
"Grand Rapids",Weekly,"2021-05-23 00:00:00",Organic,0.991845542,13428.50,102.41,1371.35,0.00,11954.74,,,,0.00
Harrisburg/Scranton,Weekly,"2021-06-13 00:00:00",Organic,1.317935533,21500.02,187.40,529.35,0.00,20761.27,,,,22.00
Harrisburg/Scranton,Weekly,"2021-06-06 00:00:00",Organic,1.246336208,22143.64,125.93,555.98,0.00,21446.03,,,,15.71
Harrisburg/Scranton,Weekly,"2021-05-30 00:00:00",Organic,1.241247791,24370.26,200.65,442.51,0.00,23723.95,,,,3.15
Harrisburg/Scranton,Weekly,"2021-05-23 00:00:00",Organic,1.279724652,23557.30,199.61,508.82,0.00,22823.63,,,,25.23
Hartford/Springfield,Weekly,"2021-06-13 00:00:00",Organic,2.154499184,17614.87,223.76,6382.42,0.00,10901.67,,,,107.01
Hartford/Springfield,Weekly,"2021-06-06 00:00:00",Organic,2.163752838,17690.08,271.66,6614.63,0.00,10668.74,,,,135.06
Hartford/Springfield,Weekly,"2021-05-30 00:00:00",Organic,2.001543665,18967.95,258.56,7968.65,0.00,10608.61,,,,132.13
Hartford/Springfield,Weekly,"2021-05-23 00:00:00",Organic,2.159820126,17557.53,167.52,6532.84,2.23,10790.94,,,,64.00
Houston,Weekly,"2021-06-13 00:00:00",Organic,1.828268292,14475.05,3371.26,4.16,0.00,3774.75,,,,7324.88
Houston,Weekly,"2021-06-06 00:00:00",Organic,1.809491056,14550.46,3265.86,2.08,0.00,3918.21,,,,7364.31
Houston,Weekly,"2021-05-30 00:00:00",Organic,1.799244278,15013.15,3452.37,6.21,0.00,3712.41,,,,7842.17
Houston,Weekly,"2021-05-23 00:00:00",Organic,1.742571297,14857.68,3574.93,22.65,0.00,4135.29,,,,7124.82
Indianapolis,Weekly,"2021-06-13 00:00:00",Organic,1.490559025,9310.21,141.21,684.02,0.00,5554.24,,,,2930.73
Indianapolis,Weekly,"2021-06-06 00:00:00",Organic,1.791809595,8215.95,123.53,591.90,0.00,4721.56,,,,2778.96
Indianapolis,Weekly,"2021-05-30 00:00:00",Organic,1.783909583,8918.51,114.79,729.44,0.00,5166.91,,,,2907.38
Indianapolis,Weekly,"2021-05-23 00:00:00",Organic,1.544602876,10035.93,121.64,852.84,0.00,5275.19,,,,3786.26
Jacksonville,Weekly,"2021-06-13 00:00:00",Organic,1.460610365,13417.30,74.51,239.28,0.00,12995.15,,,,108.36
Jacksonville,Weekly,"2021-06-06 00:00:00",Organic,1.469818213,13601.19,53.82,177.96,0.00,13255.37,,,,114.04
Jacksonville,Weekly,"2021-05-30 00:00:00",Organic,1.401911448,16123.24,28.64,218.18,0.00,15767.77,,,,108.65
Jacksonville,Weekly,"2021-05-23 00:00:00",Organic,1.292068498,19444.95,37.01,262.22,0.00,19123.08,,,,22.65
"Las Vegas",Weekly,"2021-06-13 00:00:00",Organic,1.756654076,16283.10,646.23,362.00,0.00,7208.64,,,,8066.23
"Las Vegas",Weekly,"2021-06-06 00:00:00",Organic,1.748355366,17256.14,675.87,456.33,0.00,7384.39,,,,8739.56
"Las Vegas",Weekly,"2021-05-30 00:00:00",Organic,1.735440011,14512.81,571.75,382.86,0.00,6505.28,,,,7052.92
"Las Vegas",Weekly,"2021-05-23 00:00:00",Organic,1.662393953,15259.00,686.42,446.12,0.00,6957.83,,,,7168.64
"Los Angeles",Weekly,"2021-06-13 00:00:00",Organic,1.909321961,144028.31,4054.87,1992.52,5.64,62978.84,,,,74996.44
"Los Angeles",Weekly,"2021-06-06 00:00:00",Organic,1.792662882,149007.35,3663.83,2221.20,2.82,71712.55,,,,71406.95
