Product Category,Units,Week Ending,Geography,Type,ASP
Bulk GTIN,1293804.67,6/6/2021,Southeast,Conventional,1.122507992
Bagged,1875654.22,6/6/2021,Southeast,Conventional,1.122507992
PLU 4046,2146947.11,6/6/2021,Southeast,Conventional,1.122507992
PLU 4225,203218.97,5/30/2021,Southeast,Conventional,1.152070975
PLU 4770,1853.97,5/30/2021,Southeast,Conventional,1.152070975
Bulk GTIN,1330972.86,5/30/2021,Southeast,Conventional,1.152070975
Bagged,1708773.96,5/30/2021,Southeast,Conventional,1.152070975
PLU 4046,2295867.7,5/30/2021,Southeast,Conventional,1.152070975
PLU 4225,198791.05,5/23/2021,Southeast,Conventional,1.14607466
PLU 4770,2150.01,5/23/2021,Southeast,Conventional,1.14607466
Bulk GTIN,1295390.28,5/23/2021,Southeast,Conventional,1.14607466
Bagged,1710657.34,5/23/2021,Southeast,Conventional,1.14607466
PLU 4046,2253557.67,5/23/2021,Southeast,Conventional,1.14607466
PLU 4225,821300.07,6/13/2021,West,Conventional,1.11470792
PLU 4770,23274.77,6/13/2021,West,Conventional,1.11470792
Bulk GTIN,3078043.09,6/13/2021,West,Conventional,1.11470792
Bagged,1466819.05,6/13/2021,West,Conventional,1.11470792
PLU 4046,1625314.7,6/13/2021,West,Conventional,1.11470792
PLU 4225,772693.21,6/6/2021,West,Conventional,1.144910813
PLU 4770,26330.76,6/6/2021,West,Conventional,1.144910813
Bulk GTIN,3087369.8,6/6/2021,West,Conventional,1.144910813
Bagged,1434095.46,6/6/2021,West,Conventional,1.144910813
PLU 4046,1677677.63,6/6/2021,West,Conventional,1.144910813
PLU 4225,811726.8,5/30/2021,West,Conventional,1.176863401
PLU 4770,25035.52,5/30/2021,West,Conventional,1.176863401
Bulk GTIN,2912287.74,5/30/2021,West,Conventional,1.176863401
Bagged,1499075.33,5/30/2021,West,Conventional,1.176863401
PLU 4046,1516343.52,5/30/2021,West,Conventional,1.176863401
PLU 4225,795848.9,5/23/2021,West,Conventional,1.107895424
PLU 4770,25433.59,5/23/2021,West,Conventional,1.107895424
Bulk GTIN,3140163.64,5/23/2021,West,Conventional,1.107895424
Bagged,1467695.82,5/23/2021,West,Conventional,1.107895424
PLU 4046,1456418.68,5/23/2021,West,Conventional,1.107895424
PLU 4225,17093.13,6/13/2021,California,Organic,1.829291086
PLU 4770,20.07,6/13/2021,California,Organic,1.829291086
Bulk GTIN,140462.77,6/13/2021,California,Organic,1.829291086
Bagged,177850.25,6/13/2021,California,Organic,1.829291086
PLU 4046,17682.92,6/13/2021,California,Organic,1.829291086
PLU 4225,17202.65,6/6/2021,California,Organic,1.873293185
PLU 4770,15.53,6/6/2021,California,Organic,1.873293185
Bulk GTIN,127218.02,6/6/2021,California,Organic,1.873293185
Bagged,178331.03,6/6/2021,California,Organic,1.873293185
PLU 4046,14609.72,6/6/2021,California,Organic,1.873293185
PLU 4225,17256.69,5/30/2021,California,Organic,1.789221699
PLU 4770,6.43,5/30/2021,California,Organic,1.789221699
Bulk GTIN,125611.31,5/30/2021,California,Organic,1.789221699
Bagged,184507.53,5/30/2021,California,Organic,1.789221699
PLU 4046,18370.12,5/30/2021,California,Organic,1.789221699
PLU 4225,18987.73,5/23/2021,California,Organic,1.782421117
PLU 4770,11.29,5/23/2021,California,Organic,1.782421117
Bulk GTIN,117103.48,5/23/2021,California,Organic,1.782421117
Bagged,201328.15,5/23/2021,California,Organic,1.782421117
PLU 4046,12801.6,5/23/2021,California,Organic,1.782421117
PLU 4225,17844.48,6/13/2021,Great Lakes,Organic,1.523706508
PLU 4770,3.21,6/13/2021,Great Lakes,Organic,1.523706508
Bulk GTIN,82191.06,6/13/2021,Great Lakes,Organic,1.523706508
Bagged,97964.91,6/13/2021,Great Lakes,Organic,1.523706508
PLU 4046,5522.41,6/13/2021,Great Lakes,Organic,1.523706508
PLU 4225,14562.69,6/6/2021,Great Lakes,Organic,1.721530345
PLU 4770,6.82,6/6/2021,Great Lakes,Organic,1.721530345
Bulk GTIN,62041.54,6/6/2021,Great Lakes,Organic,1.721530345
Bagged,86446.15,6/6/2021,Great Lakes,Organic,1.721530345
PLU 4046,5166.55,6/6/2021,Great Lakes,Organic,1.721530345
PLU 4225,15614.84,5/30/2021,Great Lakes,Organic,1.718458592
PLU 4770,2.4,5/30/2021,Great Lakes,Organic,1.718458592
Bulk GTIN,60461.31,5/30/2021,Great Lakes,Organic,1.718458592
Bagged,86665.09,5/30/2021,Great Lakes,Organic,1.718458592
PLU 4046,5125.5,5/30/2021,Great Lakes,Organic,1.718458592
PLU 4225,15683.95,5/23/2021,Great Lakes,Organic,1.518867184
PLU 4770,3.6,5/23/2021,Great Lakes,Organic,1.518867184
Bulk GTIN,69990.88,5/23/2021,Great Lakes,Organic,1.518867184
Bagged,99444.42,5/23/2021,Great Lakes,Organic,1.518867184
PLU 4046,5425.08,5/23/2021,Great Lakes,Organic,1.518867184
PLU 4225,20003.87,6/13/2021,Midsouth,Organic,1.437064966
PLU 4770,49.5,6/13/2021,Midsouth,Organic,1.437064966
Bulk GTIN,34304.06,6/13/2021,Midsouth,Organic,1.437064966
Bagged,260190.88,6/13/2021,Midsouth,Organic,1.437064966
PLU 4046,1943.13,6/13/2021,Midsouth,Organic,1.437064966
PLU 4225,20809.17,6/6/2021,Midsouth,Organic,1.424257391
PLU 4770,53.43,6/6/2021,Midsouth,Organic,1.424257391
Bulk GTIN,32853.91,6/6/2021,Midsouth,Organic,1.424257391
Bagged,260959.27,6/6/2021,Midsouth,Organic,1.424257391
PLU 4046,1818.23,6/6/2021,Midsouth,Organic,1.424257391
PLU 4225,21284.53,5/30/2021,Midsouth,Organic,1.419995773
PLU 4770,40.31,5/30/2021,Midsouth,Organic,1.419995773
Bulk GTIN,32503.38,5/30/2021,Midsouth,Organic,1.419995773
Bagged,241643.49,5/30/2021,Midsouth,Organic,1.419995773
PLU 4046,1675.3,5/30/2021,Midsouth,Organic,1.419995773
PLU 4225,22042.29,5/23/2021,Midsouth,Organic,1.385730888
PLU 4770,55.37,5/23/2021,Midsouth,Organic,1.385730888
Bulk GTIN,33036.78,5/23/2021,Midsouth,Organic,1.385730888
Bagged,248307.34,5/23/2021,Midsouth,Organic,1.385730888
PLU 4046,1490.52,5/23/2021,Midsouth,Organic,1.385730888
PLU 4225,24468.49,6/13/2021,Northeast,Organic,1.814500635
PLU 4770,146.16,6/13/2021,Northeast,Organic,1.814500635
Bulk GTIN,15019.84,6/13/2021,Northeast,Organic,1.814500635
Bagged,234232.51,6/13/2021,Northeast,Organic,1.814500635
PLU 4046,15158.1,6/13/2021,Northeast,Organic,1.814500635
PLU 4225,23192.33,6/6/2021,Northeast,Organic,1.806163278
PLU 4770,110.24,6/6/2021,Northeast,Organic,1.806163278
Bulk GTIN,15897.21,6/6/2021,Northeast,Organic,1.806163278
Bagged,236993.63,6/6/2021,Northeast,Organic,1.806163278
PLU 4046,15796.79,6/6/2021,Northeast,Organic,1.806163278
PLU 4225,26394.58,5/30/2021,Northeast,Organic,1.786865954
PLU 4770,156.95,5/30/2021,Northeast,Organic,1.786865954
Bulk GTIN,16004.48,5/30/2021,Northeast,Organic,1.786865954
Bagged,241228.37,5/30/2021,Northeast,Organic,1.786865954
PLU 4046,17003.52,5/30/2021,Northeast,Organic,1.786865954
PLU 4225,22098.12,5/23/2021,Northeast,Organic,1.771853714
PLU 4770,130.15,5/23/2021,Northeast,Organic,1.771853714
Bulk GTIN,19283.74,5/23/2021,Northeast,Organic,1.771853714
Bagged,246032.12,5/23/2021,Northeast,Organic,1.771853714
PLU 4046,18551.88,5/23/2021,Northeast,Organic,1.771853714
PLU 4225,2366.21,6/13/2021,Plains,Organic,1.79947884
PLU 4770,16.99,6/13/2021,Plains,Organic,1.79947884
Bulk GTIN,5098.22,6/13/2021,Plains,Organic,1.79947884
Bagged,32252.14,6/13/2021,Plains,Organic,1.79947884
PLU 4046,8037.42,6/13/2021,Plains,Organic,1.79947884
PLU 4225,2296.24,6/6/2021,Plains,Organic,1.81454759
PLU 4770,50.51,6/6/2021,Plains,Organic,1.81454759
Bulk GTIN,4345.61,6/6/2021,Plains,Organic,1.81454759
Bagged,32690.5,6/6/2021,Plains,Organic,1.81454759
PLU 4046,7904.23,6/6/2021,Plains,Organic,1.81454759
PLU 4225,2214.5,5/30/2021,Plains,Organic,1.759227167
PLU 4770,21.96,5/30/2021,Plains,Organic,1.759227167
Bulk GTIN,5228.83,5/30/2021,Plains,Organic,1.759227167
Bagged,32894.25,5/30/2021,Plains,Organic,1.759227167
PLU 4046,7899.77,5/30/2021,Plains,Organic,1.759227167
PLU 4225,4482.67,5/23/2021,Plains,Organic,1.77852481
PLU 4770,49.29,5/23/2021,Plains,Organic,1.77852481
Bulk GTIN,5927.03,5/23/2021,Plains,Organic,1.77852481
Bagged,27739.26,5/23/2021,Plains,Organic,1.77852481
PLU 4046,8606.08,5/23/2021,Plains,Organic,1.77852481
PLU 4225,1717.6,6/13/2021,South Central,Organic,1.555036785
PLU 4770,0,6/13/2021,South Central,Organic,1.555036785
Bulk GTIN,25287.58,6/13/2021,South Central,Organic,1.555036785
Bagged,95138.16,6/13/2021,South Central,Organic,1.555036785
PLU 4046,9781.55,6/13/2021,South Central,Organic,1.555036785
PLU 4225,1589.71,6/6/2021,South Central,Organic,1.522977352
PLU 4770,0,6/6/2021,South Central,Organic,1.522977352
Bulk GTIN,25424.24,6/6/2021,South Central,Organic,1.522977352
Bagged,106769.34,6/6/2021,South Central,Organic,1.522977352
PLU 4046,9962.8,6/6/2021,South Central,Organic,1.522977352
PLU 4225,1980.71,5/30/2021,South Central,Organic,1.526518934
PLU 4770,1.58,5/30/2021,South Central,Organic,1.526518934
Bulk GTIN,25898.58,5/30/2021,South Central,Organic,1.526518934
Bagged,104904.36,5/30/2021,South Central,Organic,1.526518934
PLU 4046,10466.32,5/30/2021,South Central,Organic,1.526518934
PLU 4225,1599.2,5/23/2021,South Central,Organic,1.486100056
PLU 4770,0,5/23/2021,South Central,Organic,1.486100056
Bulk GTIN,20663.65,5/23/2021,South Central,Organic,1.486100056
Bagged,114707.87,5/23/2021,South Central,Organic,1.486100056
PLU 4046,14040.24,5/23/2021,South Central,Organic,1.486100056
PLU 4225,7507.74,6/13/2021,Southeast,Organic,1.426668534
PLU 4770,8.33,6/13/2021,Southeast,Organic,1.426668534
Bulk GTIN,26136.41,6/13/2021,Southeast,Organic,1.426668534
Bagged,224376.27,6/13/2021,Southeast,Organic,1.426668534
PLU 4046,2198.42,6/13/2021,Southeast,Organic,1.426668534
PLU 4225,7242.18,6/6/2021,Southeast,Organic,1.416338599
PLU 4770,39.08,6/6/2021,Southeast,Organic,1.416338599
Bulk GTIN,24317.08,6/6/2021,Southeast,Organic,1.416338599
Bagged,222162.89,6/6/2021,Southeast,Organic,1.416338599
PLU 4046,1728.2,6/6/2021,Southeast,Organic,1.416338599
PLU 4225,7809.24,5/30/2021,Southeast,Organic,1.396065827
PLU 4770,17.67,5/30/2021,Southeast,Organic,1.396065827
Bulk GTIN,27435.59,5/30/2021,Southeast,Organic,1.396065827
Bagged,248284.25,5/30/2021,Southeast,Organic,1.396065827
PLU 4046,1909.02,5/30/2021,Southeast,Organic,1.396065827
PLU 4225,7920.43,5/23/2021,Southeast,Organic,1.284824375
PLU 4770,12.32,5/23/2021,Southeast,Organic,1.284824375
Bulk GTIN,26271.75,5/23/2021,Southeast,Organic,1.284824375
Bagged,294341.38,5/23/2021,Southeast,Organic,1.284824375
PLU 4046,1195.42,5/23/2021,Southeast,Organic,1.284824375
PLU 4225,18067.26,6/13/2021,West,Organic,1.943175133
PLU 4770,7.05,6/13/2021,West,Organic,1.943175133
Bulk GTIN,149116.8,6/13/2021,West,Organic,1.943175133
Bagged,107666.47,6/13/2021,West,Organic,1.943175133
PLU 4046,11978.69,6/13/2021,West,Organic,1.943175133
PLU 4225,20664.67,6/6/2021,West,Organic,1.940766812
PLU 4770,8.84,6/6/2021,West,Organic,1.940766812
Bulk GTIN,155806.24,6/6/2021,West,Organic,1.940766812
Bagged,112040.23,6/6/2021,West,Organic,1.940766812
PLU 4046,10057.25,6/6/2021,West,Organic,1.940766812
PLU 4225,20050.42,5/30/2021,West,Organic,1.908035539
PLU 4770,9.94,5/30/2021,West,Organic,1.908035539
Bulk GTIN,153603.46,5/30/2021,West,Organic,1.908035539
Bagged,105386.9,5/30/2021,West,Organic,1.908035539
PLU 4046,11467.12,5/30/2021,West,Organic,1.908035539
PLU 4225,21831.76,5/23/2021,West,Organic,1.793444724
PLU 4770,1.15,5/23/2021,West,Organic,1.793444724
Bulk GTIN,169610.72,5/23/2021,West,Organic,1.793444724
Bagged,113878.94,5/23/2021,West,Organic,1.793444724
PLU 4046,12495.56,5/23/2021,West,Organic,1.793444724
PLU 4225,785120.7,7/11/2021,California,Conventional,1.206707033
PLU 4770,135033.31,7/11/2021,California,Conventional,1.206707033
Bulk GTIN,2668818.63,7/11/2021,California,Conventional,1.206707033
Bagged,1307355.94,7/11/2021,California,Conventional,1.206707033
PLU 4046,1467469.88,7/11/2021,California,Conventional,1.206707033
PLU 4225,643978.52,7/4/2021,California,Conventional,1.413462477
PLU 4770,107378.41,7/4/2021,California,Conventional,1.413462477
Bulk GTIN,2633214.93,7/4/2021,California,Conventional,1.413462477
Bagged,1230082.06,7/4/2021,California,Conventional,1.413462477
PLU 4046,1579734.3,7/4/2021,California,Conventional,1.413462477
PLU 4225,548685.04,6/27/2021,California,Conventional,1.35779328
PLU 4770,109216.61,6/27/2021,California,Conventional,1.35779328
Bulk GTIN,2387455.67,6/27/2021,California,Conventional,1.35779328
Bagged,1189629.21,6/27/2021,California,Conventional,1.35779328
PLU 4046,1570447.84,6/27/2021,California,Conventional,1.35779328
PLU 4225,823099.01,6/20/2021,California,Conventional,1.317251452
PLU 4770,84533.07,6/20/2021,California,Conventional,1.317251452
Bulk GTIN,2780219.4,6/20/2021,California,Conventional,1.317251452
Bagged,1246152.26,6/20/2021,California,Conventional,1.317251452
PLU 4046,1575778.36,6/20/2021,California,Conventional,1.317251452
PLU 4225,706154.04,7/11/2021,Great Lakes,Conventional,1.132922194
PLU 4770,149431.61,7/11/2021,Great Lakes,Conventional,1.132922194
Bulk GTIN,1281463.27,7/11/2021,Great Lakes,Conventional,1.132922194
Bagged,1015500.46,7/11/2021,Great Lakes,Conventional,1.132922194
PLU 4046,609088.83,7/11/2021,Great Lakes,Conventional,1.132922194
PLU 4225,872318.22,7/4/2021,Great Lakes,Conventional,1.184716906
PLU 4770,258074.72,7/4/2021,Great Lakes,Conventional,1.184716906
Bulk GTIN,1490618.8,7/4/2021,Great Lakes,Conventional,1.184716906
Bagged,961714.76,7/4/2021,Great Lakes,Conventional,1.184716906
PLU 4046,593940.23,7/4/2021,Great Lakes,Conventional,1.184716906
PLU 4225,685588.01,6/27/2021,Great Lakes,Conventional,1.210094146
PLU 4770,162298.65,6/27/2021,Great Lakes,Conventional,1.210094146
Bulk GTIN,1317120.65,6/27/2021,Great Lakes,Conventional,1.210094146
Bagged,821664.55,6/27/2021,Great Lakes,Conventional,1.210094146
PLU 4046,671154.49,6/27/2021,Great Lakes,Conventional,1.210094146
PLU 4225,934336.48,6/20/2021,Great Lakes,Conventional,1.161668511
PLU 4770,301210.35,6/20/2021,Great Lakes,Conventional,1.161668511
Bulk GTIN,1675137.48,6/20/2021,Great Lakes,Conventional,1.161668511
Bagged,912809.12,6/20/2021,Great Lakes,Conventional,1.161668511
PLU 4046,569637.56,6/20/2021,Great Lakes,Conventional,1.161668511
PLU 4225,684877.78,7/11/2021,Midsouth,Conventional,1.174045018
PLU 4770,9910.42,7/11/2021,Midsouth,Conventional,1.174045018
Bulk GTIN,615975.93,7/11/2021,Midsouth,Conventional,1.174045018
Bagged,1246928.61,7/11/2021,Midsouth,Conventional,1.174045018
PLU 4046,1195119.31,7/11/2021,Midsouth,Conventional,1.174045018
PLU 4225,728864.54,7/4/2021,Midsouth,Conventional,1.221518489
PLU 4770,9573.53,7/4/2021,Midsouth,Conventional,1.221518489
Bulk GTIN,622079.5,7/4/2021,Midsouth,Conventional,1.221518489
Bagged,1295071.82,7/4/2021,Midsouth,Conventional,1.221518489
PLU 4046,1232514.57,7/4/2021,Midsouth,Conventional,1.221518489
PLU 4225,689571.37,6/27/2021,Midsouth,Conventional,1.224626816
PLU 4770,9197.1,6/27/2021,Midsouth,Conventional,1.224626816
Bulk GTIN,676789.27,6/27/2021,Midsouth,Conventional,1.224626816
Bagged,1115911.93,6/27/2021,Midsouth,Conventional,1.224626816
PLU 4046,1163904.87,6/27/2021,Midsouth,Conventional,1.224626816
PLU 4225,703507.05,6/20/2021,Midsouth,Conventional,1.202456581
PLU 4770,9853.01,6/20/2021,Midsouth,Conventional,1.202456581
Bulk GTIN,754022.08,6/20/2021,Midsouth,Conventional,1.202456581
Bagged,1271068.95,6/20/2021,Midsouth,Conventional,1.202456581
PLU 4046,1111832.02,6/20/2021,Midsouth,Conventional,1.202456581
PLU 4225,2824571.15,7/11/2021,Northeast,Conventional,1.284525223
PLU 4770,6916.24,7/11/2021,Northeast,Conventional,1.284525223
Bulk GTIN,378689.86,7/11/2021,Northeast,Conventional,1.284525223
Bagged,1624514.07,7/11/2021,Northeast,Conventional,1.284525223
PLU 4046,703045.94,7/11/2021,Northeast,Conventional,1.284525223
PLU 4225,3193865.24,7/4/2021,Northeast,Conventional,1.287112565
PLU 4770,7176.48,7/4/2021,Northeast,Conventional,1.287112565
Bulk GTIN,357275.59,7/4/2021,Northeast,Conventional,1.287112565
Bagged,1711198.99,7/4/2021,Northeast,Conventional,1.287112565
PLU 4046,742518.15,7/4/2021,Northeast,Conventional,1.287112565
PLU 4225,2953446,6/27/2021,Northeast,Conventional,1.289636108
PLU 4770,6157.17,6/27/2021,Northeast,Conventional,1.289636108
Bulk GTIN,314450.24,6/27/2021,Northeast,Conventional,1.289636108
Bagged,1512924.86,6/27/2021,Northeast,Conventional,1.289636108
PLU 4046,760325.42,6/27/2021,Northeast,Conventional,1.289636108
PLU 4225,3124666.86,6/20/2021,Northeast,Conventional,1.300727311
PLU 4770,7362.82,6/20/2021,Northeast,Conventional,1.300727311
Bulk GTIN,297518.39,6/20/2021,Northeast,Conventional,1.300727311
Bagged,1638205.51,6/20/2021,Northeast,Conventional,1.300727311
PLU 4046,713924.37,6/20/2021,Northeast,Conventional,1.300727311
PLU 4225,530501.01,7/11/2021,Plains,Conventional,0.982775183
PLU 4770,1757.45,7/11/2021,Plains,Conventional,0.982775183
Bulk GTIN,380675.51,7/11/2021,Plains,Conventional,0.982775183
Bagged,663546.82,7/11/2021,Plains,Conventional,0.982775183
PLU 4046,676068.84,7/11/2021,Plains,Conventional,0.982775183
PLU 4225,524235.53,7/4/2021,Plains,Conventional,1.049632314
PLU 4770,2087.28,7/4/2021,Plains,Conventional,1.049632314
Bulk GTIN,408219.26,7/4/2021,Plains,Conventional,1.049632314
Bagged,687607.08,7/4/2021,Plains,Conventional,1.049632314
PLU 4046,762366.25,7/4/2021,Plains,Conventional,1.049632314
PLU 4225,462660.53,6/27/2021,Plains,Conventional,1.064643641
PLU 4770,1612.39,6/27/2021,Plains,Conventional,1.064643641
Bulk GTIN,374125.01,6/27/2021,Plains,Conventional,1.064643641
Bagged,603327.55,6/27/2021,Plains,Conventional,1.064643641
PLU 4046,724859.07,6/27/2021,Plains,Conventional,1.064643641
PLU 4225,456900.58,6/20/2021,Plains,Conventional,1.117167722
PLU 4770,2558.17,6/20/2021,Plains,Conventional,1.117167722
Bulk GTIN,359152.77,6/20/2021,Plains,Conventional,1.117167722
Bagged,652996.75,6/20/2021,Plains,Conventional,1.117167722
PLU 4046,630895.62,6/20/2021,Plains,Conventional,1.117167722
PLU 4225,753147.38,7/11/2021,South Central,Conventional,0.80718718
PLU 4770,157098.85,7/11/2021,South Central,Conventional,0.80718718
Bulk GTIN,1041982.78,7/11/2021,South Central,Conventional,0.80718718
Bagged,1753253.92,7/11/2021,South Central,Conventional,0.80718718
PLU 4046,2642282.17,7/11/2021,South Central,Conventional,0.80718718
PLU 4225,728768.59,7/4/2021,South Central,Conventional,0.863582102
PLU 4770,157728.09,7/4/2021,South Central,Conventional,0.863582102
Bulk GTIN,1138231.63,7/4/2021,South Central,Conventional,0.863582102
Bagged,1686013.42,7/4/2021,South Central,Conventional,0.863582102
PLU 4046,2713877.77,7/4/2021,South Central,Conventional,0.863582102
PLU 4225,680729.98,6/27/2021,South Central,Conventional,0.857225199
PLU 4770,120409.04,6/27/2021,South Central,Conventional,0.857225199
Bulk GTIN,1102943.27,6/27/2021,South Central,Conventional,0.857225199
Bagged,1574495.85,6/27/2021,South Central,Conventional,0.857225199
PLU 4046,2757409.49,6/27/2021,South Central,Conventional,0.857225199
PLU 4225,840063.2,6/20/2021,South Central,Conventional,0.907405512
PLU 4770,101694.71,6/20/2021,South Central,Conventional,0.907405512
Bulk GTIN,1065342.75,6/20/2021,South Central,Conventional,0.907405512
Bagged,1663982.57,6/20/2021,South Central,Conventional,0.907405512
PLU 4046,2468954.92,6/20/2021,South Central,Conventional,0.907405512
PLU 4225,246441.3,7/11/2021,Southeast,Conventional,0.995660261
PLU 4770,1899.28,7/11/2021,Southeast,Conventional,0.995660261
Bulk GTIN,1252222.73,7/11/2021,Southeast,Conventional,0.995660261
Bagged,1683184.98,7/11/2021,Southeast,Conventional,0.995660261
PLU 4046,2086618.47,7/11/2021,Southeast,Conventional,0.995660261
PLU 4225,252128.71,7/4/2021,Southeast,Conventional,1.01534696
PLU 4770,2364.34,7/4/2021,Southeast,Conventional,1.01534696
Bulk GTIN,1335369.54,7/4/2021,Southeast,Conventional,1.01534696
Bagged,1765254.24,7/4/2021,Southeast,Conventional,1.01534696
PLU 4046,2173923.48,7/4/2021,Southeast,Conventional,1.01534696
PLU 4225,231418.71,6/27/2021,Southeast,Conventional,1.120012064
PLU 4770,2316.63,6/27/2021,Southeast,Conventional,1.120012064
Bulk GTIN,1242761.71,6/27/2021,Southeast,Conventional,1.120012064
Bagged,1599917.43,6/27/2021,Southeast,Conventional,1.120012064
PLU 4046,2067964.41,6/27/2021,Southeast,Conventional,1.120012064
PLU 4225,228611.68,6/20/2021,Southeast,Conventional,1.155216246
PLU 4770,1846.49,6/20/2021,Southeast,Conventional,1.155216246
Bulk GTIN,1276398.54,6/20/2021,Southeast,Conventional,1.155216246
Bagged,1665047.04,6/20/2021,Southeast,Conventional,1.155216246
PLU 4046,2010856.83,6/20/2021,Southeast,Conventional,1.155216246
PLU 4225,868495.78,7/11/2021,West,Conventional,1.011036251
PLU 4770,33301.42,7/11/2021,West,Conventional,1.011036251
Bulk GTIN,3456263.77,7/11/2021,West,Conventional,1.011036251
Bagged,1518880.93,7/11/2021,West,Conventional,1.011036251
PLU 4046,1846792.73,7/11/2021,West,Conventional,1.011036251
PLU 4225,1017225.23,7/4/2021,West,Conventional,1.059075699
PLU 4770,48667.57,7/4/2021,West,Conventional,1.059075699
Bulk GTIN,3535484.79,7/4/2021,West,Conventional,1.059075699
Bagged,1500300.1,7/4/2021,West,Conventional,1.059075699
PLU 4046,1715873.81,7/4/2021,West,Conventional,1.059075699
PLU 4225,927074.16,6/27/2021,West,Conventional,1.055639824
PLU 4770,31159.24,6/27/2021,West,Conventional,1.055639824
Bulk GTIN,3442410.29,6/27/2021,West,Conventional,1.055639824
Bagged,1462849.92,6/27/2021,West,Conventional,1.055639824
PLU 4046,1612649.14,6/27/2021,West,Conventional,1.055639824
PLU 4225,858236,6/20/2021,West,Conventional,1.099244584
PLU 4770,28138.03,6/20/2021,West,Conventional,1.099244584
Bulk GTIN,3254295.73,6/20/2021,West,Conventional,1.099244584
Bagged,1481756.36,6/20/2021,West,Conventional,1.099244584
PLU 4046,1705623.69,6/20/2021,West,Conventional,1.099244584
PLU 4225,0,7/11/2021,California,Organic,1.765940155
PLU 4770,0,7/11/2021,California,Organic,1.765940155
Bulk GTIN,98831.51,7/11/2021,California,Organic,1.765940155
Bagged,180362.49,7/11/2021,California,Organic,1.765940155
PLU 4046,0,7/11/2021,California,Organic,1.765940155
PLU 4225,0,7/4/2021,California,Organic,1.732662414
PLU 4770,0,7/4/2021,California,Organic,1.732662414
Bulk GTIN,130584.04,7/4/2021,California,Organic,1.732662414
Bagged,186801.95,7/4/2021,California,Organic,1.732662414
PLU 4046,0,7/4/2021,California,Organic,1.732662414
PLU 4225,0,6/27/2021,California,Organic,1.845446063
PLU 4770,0,6/27/2021,California,Organic,1.845446063
Bulk GTIN,117269.1,6/27/2021,California,Organic,1.845446063
Bagged,164812.88,6/27/2021,California,Organic,1.845446063
PLU 4046,0,6/27/2021,California,Organic,1.845446063
PLU 4225,0,6/20/2021,California,Organic,1.791796439
PLU 4770,0,6/20/2021,California,Organic,1.791796439
Bulk GTIN,145893.6,6/20/2021,California,Organic,1.791796439
Bagged,177638.3,6/20/2021,California,Organic,1.791796439
PLU 4046,0,6/20/2021,California,Organic,1.791796439
PLU 4225,0,7/11/2021,Great Lakes,Organic,1.517889316
PLU 4770,0,7/11/2021,Great Lakes,Organic,1.517889316
Bulk GTIN,51274.74,7/11/2021,Great Lakes,Organic,1.517889316
Bagged,97188.86,7/11/2021,Great Lakes,Organic,1.517889316
PLU 4046,0,7/11/2021,Great Lakes,Organic,1.517889316
PLU 4225,0,7/4/2021,Great Lakes,Organic,1.616560214
PLU 4770,0,7/4/2021,Great Lakes,Organic,1.616560214
Bulk GTIN,54146.36,7/4/2021,Great Lakes,Organic,1.616560214
Bagged,90566.87,7/4/2021,Great Lakes,Organic,1.616560214
PLU 4046,0,7/4/2021,Great Lakes,Organic,1.616560214
PLU 4225,0,6/27/2021,Great Lakes,Organic,1.455874554
PLU 4770,0,6/27/2021,Great Lakes,Organic,1.455874554
Bulk GTIN,68298.33,6/27/2021,Great Lakes,Organic,1.455874554
Bagged,93341.45,6/27/2021,Great Lakes,Organic,1.455874554
PLU 4046,0,6/27/2021,Great Lakes,Organic,1.455874554
PLU 4225,0,6/20/2021,Great Lakes,Organic,1.504343085
PLU 4770,0,6/20/2021,Great Lakes,Organic,1.504343085
Bulk GTIN,73759.37,6/20/2021,Great Lakes,Organic,1.504343085
Bagged,88769.45,6/20/2021,Great Lakes,Organic,1.504343085
PLU 4046,0,6/20/2021,Great Lakes,Organic,1.504343085
PLU 4225,0,7/11/2021,Midsouth,Organic,1.706492699
PLU 4770,0,7/11/2021,Midsouth,Organic,1.706492699
Bulk GTIN,30184.46,7/11/2021,Midsouth,Organic,1.706492699
Bagged,123679.9,7/11/2021,Midsouth,Organic,1.706492699
PLU 4046,0,7/11/2021,Midsouth,Organic,1.706492699
PLU 4225,0,7/4/2021,Midsouth,Organic,1.703178826
PLU 4770,0,7/4/2021,Midsouth,Organic,1.703178826
Bulk GTIN,32305.27,7/4/2021,Midsouth,Organic,1.703178826
Bagged,131213.67,7/4/2021,Midsouth,Organic,1.703178826
PLU 4046,0,7/4/2021,Midsouth,Organic,1.703178826
PLU 4225,0,6/27/2021,Midsouth,Organic,1.604510574
PLU 4770,0,6/27/2021,Midsouth,Organic,1.604510574
Bulk GTIN,32670.89,6/27/2021,Midsouth,Organic,1.604510574
Bagged,133040.36,6/27/2021,Midsouth,Organic,1.604510574
PLU 4046,0,6/27/2021,Midsouth,Organic,1.604510574
PLU 4225,0,6/20/2021,Midsouth,Organic,1.419292492
PLU 4770,0,6/20/2021,Midsouth,Organic,1.419292492
Bulk GTIN,34363.88,6/20/2021,Midsouth,Organic,1.419292492
Bagged,196499.31,6/20/2021,Midsouth,Organic,1.419292492
PLU 4046,0,6/20/2021,Midsouth,Organic,1.419292492
PLU 4225,0,7/11/2021,Northeast,Organic,1.85121426
