County,State,State Abbr,Population
Attala County,Mississippi,MS,"18,551"
Benton County,Mississippi,MS,"8,247"
Bolivar County,Mississippi,MS,"32,549"
Calhoun County,Mississippi,MS,"14,553"
Carroll County,Mississippi,MS,"10,186"
Chickasaw County,Mississippi,MS,"17,224"
Choctaw County,Mississippi,MS,"8,299"
Claiborne County,Mississippi,MS,"9,152"
Clarke County,Mississippi,MS,"15,896"
Clay County,Mississippi,MS,"19,854"
Coahoma County,Mississippi,MS,"23,834"
Copiah County,Mississippi,MS,"28,647"
Covington County,Mississippi,MS,"19,174"
DeSoto County,Mississippi,MS,"175,721"
Forrest County,Mississippi,MS,"75,564"
Franklin County,Mississippi,MS,"7,709"
George County,Mississippi,MS,"23,645"
Greene County,Mississippi,MS,"13,566"
Grenada County,Mississippi,MS,"21,219"
Hancock County,Mississippi,MS,"46,643"
Harrison County,Mississippi,MS,"202,504"
Hinds County,Mississippi,MS,"242,176"
Holmes County,Mississippi,MS,"18,017"
Humphreys County,Mississippi,MS,"8,588"
Issaquena County,Mississippi,MS,"1,326"
Itawamba County,Mississippi,MS,"23,416"
Jackson County,Mississippi,MS,"141,535"
Jasper County,Mississippi,MS,"16,588"
Jefferson County,Mississippi,MS,"7,312"
Jefferson Davis County,Mississippi,MS,"11,436"
Jones County,Mississippi,MS,"68,473"
Kemper County,Mississippi,MS,"10,035"
Lafayette County,Mississippi,MS,"53,476"
Lamar County,Mississippi,MS,"61,364"
Lauderdale County,Mississippi,MS,"77,376"
Lawrence County,Mississippi,MS,"12,812"
Leake County,Mississippi,MS,"22,789"
Lee County,Mississippi,MS,"84,837"
Leflore County,Mississippi,MS,"29,779"
Lincoln County,Mississippi,MS,"34,375"
Lowndes County,Mississippi,MS,"59,549"
Madison County,Mississippi,MS,"103,852"
Marion County,Mississippi,MS,"25,106"
Marshall County,Mississippi,MS,"35,785"
Monroe County,Mississippi,MS,"35,897"
Montgomery County,Mississippi,MS,"10,235"
Neshoba County,Mississippi,MS,"29,473"
Newton County,Mississippi,MS,"21,461"
Noxubee County,Mississippi,MS,"10,879"
Oktibbeha County,Mississippi,MS,"49,534"
Panola County,Mississippi,MS,"34,241"
Pearl River County,Mississippi,MS,"55,037"
Perry County,Mississippi,MS,"12,056"
Pike County,Mississippi,MS,"39,592"
Pontotoc County,Mississippi,MS,"31,470"
Prentiss County,Mississippi,MS,"25,405"
Quitman County,Mississippi,MS,"7,368"
Rankin County,Mississippi,MS,"151,514"
Scott County,Mississippi,MS,"28,351"
Sharkey County,Mississippi,MS,"4,513"
Simpson County,Mississippi,MS,"26,992"
Smith County,Mississippi,MS,"15,949"
Stone County,Mississippi,MS,"18,183"
Sunflower County,Mississippi,MS,"26,493"
Tallahatchie County,Mississippi,MS,"14,342"
Tate County,Mississippi,MS,"28,306"
Tippah County,Mississippi,MS,"22,063"
Tishomingo County,Mississippi,MS,"19,442"
Tunica County,Mississippi,MS,"10,139"
Union County,Mississippi,MS,"28,308"
Walthall County,Mississippi,MS,"14,556"
Warren County,Mississippi,MS,"46,958"
Washington County,Mississippi,MS,"47,183"
Wayne County,Mississippi,MS,"20,460"
Webster County,Mississippi,MS,"9,758"
Wilkinson County,Mississippi,MS,"9,020"
Winston County,Mississippi,MS,"18,340"
Yalobusha County,Mississippi,MS,"12,461"
Yazoo County,Mississippi,MS,"27,972"
Adair County,Missouri,MO,"25,244"
Andrew County,Missouri,MO,"17,351"
Atchison County,Missouri,MO,"5,281"
Audrain County,Missouri,MO,"25,870"
Barry County,Missouri,MO,"35,226"
Barton County,Missouri,MO,"11,825"
Bates County,Missouri,MO,"16,351"
Benton County,Missouri,MO,"18,934"
Bollinger County,Missouri,MO,"12,205"
Boone County,Missouri,MO,"176,315"
Buchanan County,Missouri,MO,"89,032"
Butler County,Missouri,MO,"42,769"
Caldwell County,Missouri,MO,"9,043"
Callaway County,Missouri,MO,"45,069"
Camden County,Missouri,MO,"44,906"
Cape Girardeau County,Missouri,MO,"78,445"
Carroll County,Missouri,MO,"8,844"
Carter County,Missouri,MO,"6,210"
Cass County,Missouri,MO,"102,622"
Cedar County,Missouri,MO,"13,876"
Chariton County,Missouri,MO,"7,501"
Christian County,Missouri,MO,"84,184"
Clark County,Missouri,MO,"6,739"
Clay County,Missouri,MO,"238,583"
Clinton County,Missouri,MO,"20,548"
Cole County,Missouri,MO,"76,702"
Cooper County,Missouri,MO,"17,702"
Crawford County,Missouri,MO,"24,265"
Dade County,Missouri,MO,"7,606"
Dallas County,Missouri,MO,"16,381"
Daviess County,Missouri,MO,"8,224"
DeKalb County,Missouri,MO,"12,496"
Dent County,Missouri,MO,"15,454"
Douglas County,Missouri,MO,"13,353"
Dunklin County,Missouri,MO,"30,562"
Franklin County,Missouri,MO,"102,704"
Gasconade County,Missouri,MO,"14,746"
Gentry County,Missouri,MO,"6,624"
Greene County,Missouri,MO,"287,818"
Grundy County,Missouri,MO,"10,111"
Harrison County,Missouri,MO,"8,579"
Henry County,Missouri,MO,"21,625"
Hickory County,Missouri,MO,"9,356"
Holt County,Missouri,MO,"4,453"
Howard County,Missouri,MO,"10,032"
Howell County,Missouri,MO,"40,132"
Iron County,Missouri,MO,"10,123"
Jackson County,Missouri,MO,"692,430"
Jasper County,Missouri,MO,"119,219"
Jefferson County,Missouri,MO,"223,377"
Johnson County,Missouri,MO,"53,497"
Knox County,Missouri,MO,"3,933"
Laclede County,Missouri,MO,"35,450"
Lafayette County,Missouri,MO,"32,534"
Lawrence County,Missouri,MO,"38,164"
Lewis County,Missouri,MO,"10,072"
Lincoln County,Missouri,MO,"55,146"
Linn County,Missouri,MO,"12,146"
Livingston County,Missouri,MO,"15,127"
McDonald County,Missouri,MO,"22,705"
Macon County,Missouri,MO,"15,164"
Madison County,Missouri,MO,"12,213"
Maries County,Missouri,MO,"8,821"
Marion County,Missouri,MO,"28,689"
Mercer County,Missouri,MO,"3,661"
Miller County,Missouri,MO,"24,998"
Mississippi County,Missouri,MO,"13,738"
Moniteau County,Missouri,MO,"15,991"
Monroe County,Missouri,MO,"8,633"
Montgomery County,Missouri,MO,"11,447"
Morgan County,Missouri,MO,"20,089"
New Madrid County,Missouri,MO,"17,839"
Newton County,Missouri,MO,"58,178"
Nodaway County,Missouri,MO,"22,455"
Oregon County,Missouri,MO,"10,746"
Osage County,Missouri,MO,"13,613"
Ozark County,Missouri,MO,"9,199"
Pemiscot County,Missouri,MO,"17,060"
Perry County,Missouri,MO,"19,216"
Pettis County,Missouri,MO,"42,249"
Phelps County,Missouri,MO,"44,708"
Pike County,Missouri,MO,"18,507"
Platte County,Missouri,MO,"98,641"
Polk County,Missouri,MO,"31,380"
Pulaski County,Missouri,MO,"52,456"
Putnam County,Missouri,MO,"4,825"
Ralls County,Missouri,MO,"10,230"
Randolph County,Missouri,MO,"24,970"
Ray County,Missouri,MO,"22,741"
Reynolds County,Missouri,MO,"6,347"
Ripley County,Missouri,MO,"13,775"
St. Charles County,Missouri,MO,"390,541"
St. Clair County,Missouri,MO,"9,288"
Ste. Genevieve County,Missouri,MO,"17,875"
St. Francois County,Missouri,MO,"66,356"
St. Louis County,Missouri,MO,"997,837"
Saline County,Missouri,MO,"23,095"
Schuyler County,Missouri,MO,"4,501"
Scotland County,Missouri,MO,"4,902"
Scott County,Missouri,MO,"38,760"
Shannon County,Missouri,MO,"8,222"
Shelby County,Missouri,MO,"6,044"
Stoddard County,Missouri,MO,"29,498"
Stone County,Missouri,MO,"31,471"
Sullivan County,Missouri,MO,"6,333"
Taney County,Missouri,MO,"54,608"
Texas County,Missouri,MO,"25,805"
Vernon County,Missouri,MO,"20,653"
Warren County,Missouri,MO,"33,871"
Washington County,Missouri,MO,"24,852"
Wayne County,Missouri,MO,"13,236"
Webster County,Missouri,MO,"38,154"
Worth County,Missouri,MO,"2,015"
Wright County,Missouri,MO,"18,185"
St. Louis city,Missouri,MO,"312,633"
Beaverhead County,Montana,MT,"9,463"
Big Horn County,Montana,MT,"13,458"
Blaine County,Montana,MT,"6,716"
Broadwater County,Montana,MT,"5,785"
Carbon County,Montana,MT,"10,485"
Carter County,Montana,MT,"1,175"
Cascade County,Montana,MT,"81,562"
Chouteau County,Montana,MT,"5,780"
Custer County,Montana,MT,"11,843"
Daniels County,Montana,MT,"1,731"
Dawson County,Montana,MT,"9,263"
Deer Lodge County,Montana,MT,"9,057"
Fallon County,Montana,MT,"3,086"
Fergus County,Montana,MT,"11,349"
Flathead County,Montana,MT,"97,742"
Gallatin County,Montana,MT,"104,739"
Garfield County,Montana,MT,"1,299"
Glacier County,Montana,MT,"13,711"
Golden Valley County,Montana,MT,810
Granite County,Montana,MT,"3,286"
Hill County,Montana,MT,"16,448"
Jefferson County,Montana,MT,"11,779"
Judith Basin County,Montana,MT,"1,940"
Lake County,Montana,MT,"29,709"
Lewis and Clark County,Montana,MT,"66,894"
Liberty County,Montana,MT,"2,409"
Lincoln County,Montana,MT,"19,294"
McCone County,Montana,MT,"1,732"
Madison County,Montana,MT,"8,062"
Meagher County,Montana,MT,"1,845"
Mineral County,Montana,MT,"4,124"
Missoula County,Montana,MT,"116,349"
Musselshell County,Montana,MT,"4,646"
Park County,Montana,MT,"16,115"
Petroleum County,Montana,MT,491
Phillips County,Montana,MT,"4,113"
Pondera County,Montana,MT,"6,035"
Powder River County,Montana,MT,"1,746"
Powell County,Montana,MT,"6,841"
Prairie County,Montana,MT,"1,159"
Ravalli County,Montana,MT,"41,918"
Richland County,Montana,MT,"11,408"
Roosevelt County,Montana,MT,"11,225"
Rosebud County,Montana,MT,"9,232"
Sanders County,Montana,MT,"11,465"
Sheridan County,Montana,MT,"3,608"
Silver Bow County,Montana,MT,"34,696"
Stillwater County,Montana,MT,"9,360"
Sweet Grass County,Montana,MT,"3,616"
Teton County,Montana,MT,"6,011"
Toole County,Montana,MT,"4,951"
Treasure County,Montana,MT,680
Valley County,Montana,MT,"7,532"
Wheatland County,Montana,MT,"2,130"
Wibaux County,Montana,MT,"1,042"
Yellowstone County,Montana,MT,"157,914"
Adams County,Nebraska,NE,"31,683"
Antelope County,Nebraska,NE,"6,345"
Arthur County,Nebraska,NE,466
Banner County,Nebraska,NE,716
Blaine County,Nebraska,NE,470
Boone County,Nebraska,NE,"5,333"
Box Butte County,Nebraska,NE,"11,176"
Boyd County,Nebraska,NE,"1,980"
Brown County,Nebraska,NE,"2,980"
Buffalo County,Nebraska,NE,"49,104"
Burt County,Nebraska,NE,"6,537"
Butler County,Nebraska,NE,"7,996"
Cass County,Nebraska,NE,"25,647"
Cedar County,Nebraska,NE,"8,604"
Chase County,Nebraska,NE,"3,914"
Cherry County,Nebraska,NE,"5,829"
Cheyenne County,Nebraska,NE,"10,047"
Clay County,Nebraska,NE,"6,135"
Colfax County,Nebraska,NE,"10,712"
Cuming County,Nebraska,NE,"8,957"
Custer County,Nebraska,NE,"10,824"
Dakota County,Nebraska,NE,"20,279"
Dawes County,Nebraska,NE,"8,911"
Dawson County,Nebraska,NE,"23,779"
Deuel County,Nebraska,NE,"1,861"
Dixon County,Nebraska,NE,"5,742"
Dodge County,Nebraska,NE,"36,677"
Douglas County,Nebraska,NE,"555,607"
Dundy County,Nebraska,NE,"1,806"
Fillmore County,Nebraska,NE,"5,622"
Franklin County,Nebraska,NE,"2,994"
Frontier County,Nebraska,NE,"2,645"
Furnas County,Nebraska,NE,"4,762"
Gage County,Nebraska,NE,"21,625"
Garden County,Nebraska,NE,"1,907"
Garfield County,Nebraska,NE,"1,994"
Gosper County,Nebraska,NE,"2,025"
Grant County,Nebraska,NE,665
Greeley County,Nebraska,NE,"2,400"
Hall County,Nebraska,NE,"61,353"
Hamilton County,Nebraska,NE,"9,158"
Harlan County,Nebraska,NE,"3,451"
Hayes County,Nebraska,NE,891
Hitchcock County,Nebraska,NE,"2,828"
Holt County,Nebraska,NE,"10,223"
Hooker County,Nebraska,NE,683
Howard County,Nebraska,NE,"6,407"
Jefferson County,Nebraska,NE,"7,181"
Johnson County,Nebraska,NE,"5,213"
Kearney County,Nebraska,NE,"6,561"
Keith County,Nebraska,NE,"8,096"
Keya Paha County,Nebraska,NE,792
Kimball County,Nebraska,NE,"3,669"
Knox County,Nebraska,NE,"8,484"
Lancaster County,Nebraska,NE,"310,306"
Lincoln County,Nebraska,NE,"35,487"
Logan County,Nebraska,NE,792
Loup County,Nebraska,NE,616
McPherson County,Nebraska,NE,503
Madison County,Nebraska,NE,"34,979"
Merrick County,Nebraska,NE,"7,838"
Morrill County,Nebraska,NE,"4,867"
Nance County,Nebraska,NE,"3,561"
Nemaha County,Nebraska,NE,"6,973"
Nuckolls County,Nebraska,NE,"4,274"
Otoe County,Nebraska,NE,"15,950"
Pawnee County,Nebraska,NE,"2,699"
Perkins County,Nebraska,NE,"2,892"
Phelps County,Nebraska,NE,"9,193"
Pierce County,Nebraska,NE,"7,144"
Platte County,Nebraska,NE,"33,008"
Polk County,Nebraska,NE,"5,190"
Red Willow County,Nebraska,NE,"10,767"
Richardson County,Nebraska,NE,"8,004"
Rock County,Nebraska,NE,"1,404"
Saline County,Nebraska,NE,"14,228"
Sarpy County,Nebraska,NE,"178,355"
Saunders County,Nebraska,NE,"20,992"
Scotts Bluff County,Nebraska,NE,"36,420"
Seward County,Nebraska,NE,"17,103"
Sheridan County,Nebraska,NE,"5,235"
Sherman County,Nebraska,NE,"3,012"
Sioux County,Nebraska,NE,"1,259"
Stanton County,Nebraska,NE,"5,975"
Thayer County,Nebraska,NE,"5,080"
Thomas County,Nebraska,NE,722
Thurston County,Nebraska,NE,"7,139"
Valley County,Nebraska,NE,"4,201"
Washington County,Nebraska,NE,"20,213"
Wayne County,Nebraska,NE,"9,379"
Webster County,Nebraska,NE,"3,566"
Wheeler County,Nebraska,NE,804
York County,Nebraska,NE,"13,740"
Churchill County,Nevada,NV,"23,904"
Clark County,Nevada,NV,"2,138,836"
Douglas County,Nevada,NV,"47,834"
Elko County,Nevada,NV,"52,082"
Esmeralda County,Nevada,NV,826
Eureka County,Nevada,NV,"1,936"
Humboldt County,Nevada,NV,"16,795"
Lander County,Nevada,NV,"5,684"
Lincoln County,Nevada,NV,"5,154"
Lyon County,Nevada,NV,"52,707"
Mineral County,Nevada,NV,"4,376"
Nye County,Nevada,NV,"43,248"
Pershing County,Nevada,NV,"6,576"
Storey County,Nevada,NV,"3,986"
Washoe County,Nevada,NV,"449,723"
White Pine County,Nevada,NV,"9,749"
Carson City,Nevada,NV,"54,147"
Belknap County,New Hampshire,NH,"60,747"
Carroll County,New Hampshire,NH,"47,497"
Cheshire County,New Hampshire,NH,"75,975"
Coos County,New Hampshire,NH,"31,916"
Grafton County,New Hampshire,NH,"90,004"
Hillsborough County,New Hampshire,NH,"411,333"
Merrimack County,New Hampshire,NH,"149,063"
Rockingham County,New Hampshire,NH,"304,377"
Strafford County,New Hampshire,NH,"128,311"
Sullivan County,New Hampshire,NH,"43,084"
Atlantic County,New Jersey,NJ,"267,217"
Bergen County,New Jersey,NJ,"928,120"
Burlington County,New Jersey,NJ,"445,972"
Camden County,New Jersey,NJ,"507,002"
Cape May County,New Jersey,NJ,"93,655"
Cumberland County,New Jersey,NJ,"153,233"
Essex County,New Jersey,NJ,"792,689"
Gloucester County,New Jersey,NJ,"290,761"
Hudson County,New Jersey,NJ,"668,588"
Hunterdon County,New Jersey,NJ,"124,775"
Mercer County,New Jersey,NJ,"367,699"
Middlesex County,New Jersey,NJ,"825,457"
Monmouth County,New Jersey,NJ,"622,971"
Morris County,New Jersey,NJ,"493,801"
Ocean County,New Jersey,NJ,"590,897"
Passaic County,New Jersey,NJ,"504,147"
Salem County,New Jersey,NJ,"63,203"
Somerset County,New Jersey,NJ,"329,875"
Sussex County,New Jersey,NJ,"141,925"
Union County,New Jersey,NJ,"552,781"
Warren County,New Jersey,NJ,"106,059"
Bernalillo County,New Mexico,NM,"677,683"
Catron County,New Mexico,NM,"3,518"
Chaves County,New Mexico,NM,"65,646"
Cibola County,New Mexico,NM,"27,049"
Colfax County,New Mexico,NM,"12,250"
Curry County,New Mexico,NM,"50,283"
De Baca County,New Mexico,NM,"1,835"
Dona Ana County,New Mexico,NM,"214,663"
Eddy County,New Mexico,NM,"57,650"
Grant County,New Mexico,NM,"28,040"
Guadalupe County,New Mexico,NM,"4,369"
Harding County,New Mexico,NM,687
Hidalgo County,New Mexico,NM,"4,324"
Lea County,New Mexico,NM,"70,249"
Lincoln County,New Mexico,NM,"19,397"
Los Alamos County,New Mexico,NM,"18,209"
Luna County,New Mexico,NM,"24,362"
McKinley County,New Mexico,NM,"73,028"
Mora County,New Mexico,NM,"4,533"
Otero County,New Mexico,NM,"65,647"
Quay County,New Mexico,NM,"8,390"
Rio Arriba County,New Mexico,NM,"39,245"
Roosevelt County,New Mexico,NM,"19,145"
Sandoval County,New Mexico,NM,"140,464"
San Juan County,New Mexico,NM,"127,954"
San Miguel County,New Mexico,NM,"28,005"
Santa Fe County,New Mexico,NM,"148,758"
Sierra County,New Mexico,NM,"11,117"
Socorro County,New Mexico,NM,"16,964"
Taos County,New Mexico,NM,"32,922"
Torrance County,New Mexico,NM,"15,491"
Union County,New Mexico,NM,"4,154"
Valencia County,New Mexico,NM,"75,599"
Albany County,New York,NY,"307,597"
Allegany County,New York,NY,"47,044"
Bronx County,New York,NY,"1,444,417"
Broome County,New York,NY,"194,498"
Cattaraugus County,New York,NY,"77,658"
Cayuga County,New York,NY,"77,674"
Chautauqua County,New York,NY,"129,206"
Chemung County,New York,NY,"85,644"
Chenango County,New York,NY,"48,315"
Clinton County,New York,NY,"80,500"
Columbia County,New York,NY,"60,835"
Cortland County,New York,NY,"47,915"
Delaware County,New York,NY,"45,393"
Dutchess County,New York,NY,"293,029"
Erie County,New York,NY,"918,678"
Essex County,New York,NY,"37,671"
Franklin County,New York,NY,"51,081"
Fulton County,New York,NY,"53,610"
Genesee County,New York,NY,"58,013"
Greene County,New York,NY,"47,494"
Hamilton County,New York,NY,"4,556"
Herkimer County,New York,NY,"62,436"
Jefferson County,New York,NY,"112,980"
Kings County,New York,NY,"2,608,423"
Lewis County,New York,NY,"26,647"
Livingston County,New York,NY,"64,000"
Madison County,New York,NY,"71,387"
Monroe County,New York,NY,"743,770"
Montgomery County,New York,NY,"49,169"
Nassau County,New York,NY,"1,355,952"
New York County,New York,NY,"1,635,443"
Niagara County,New York,NY,"211,554"
Oneida County,New York,NY,"230,375"
Onondaga County,New York,NY,"464,109"
Ontario County,New York,NY,"109,229"
Orange County,New York,NY,"377,799"
Orleans County,New York,NY,"41,247"
Oswego County,New York,NY,"118,895"
Otsego County,New York,NY,"60,132"
Putnam County,New York,NY,"98,761"
Queens County,New York,NY,"2,306,830"
Rensselaer County,New York,NY,"159,294"
Richmond County,New York,NY,"474,040"
Rockland County,New York,NY,"323,258"
St. Lawrence County,New York,NY,"109,449"
Saratoga County,New York,NY,"227,122"
Schenectady County,New York,NY,"154,475"
Schoharie County,New York,NY,"31,304"
Schuyler County,New York,NY,"17,967"
Seneca County,New York,NY,"34,710"
Steuben County,New York,NY,"96,958"
Suffolk County,New York,NY,"1,486,406"
Sullivan County,New York,NY,"74,922"
Tioga County,New York,NY,"48,824"
Tompkins County,New York,NY,"102,942"
Ulster County,New York,NY,"179,042"
Warren County,New York,NY,"64,438"
Washington County,New York,NY,"61,795"
Wayne County,New York,NY,"90,758"
Westchester County,New York,NY,"970,267"
Wyoming County,New York,NY,"40,432"
Yates County,New York,NY,"25,059"
Alamance County,North Carolina,NC,"160,283"
Alexander County,North Carolina,NC,"37,133"
Alleghany County,North Carolina,NC,"10,919"
Anson County,North Carolina,NC,"25,165"
Ashe County,North Carolina,NC,"26,600"
Avery County,North Carolina,NC,"17,442"
Beaufort County,North Carolina,NC,"47,369"
Bertie County,North Carolina,NC,"19,423"
Bladen County,North Carolina,NC,"33,638"
Brunswick County,North Carolina,NC,"126,304"
Buncombe County,North Carolina,NC,"254,955"
Burke County,North Carolina,NC,"89,451"
Cabarrus County,North Carolina,NC,"201,639"
Caldwell County,North Carolina,NC,"81,766"
Camden County,North Carolina,NC,"10,397"
Carteret County,North Carolina,NC,"68,808"
Caswell County,North Carolina,NC,"22,755"
Catawba County,North Carolina,NC,"156,448"
Chatham County,North Carolina,NC,"69,642"
Cherokee County,North Carolina,NC,"27,809"
Chowan County,North Carolina,NC,"14,201"
Clay County,North Carolina,NC,"10,749"
Cleveland County,North Carolina,NC,"96,960"
Columbus County,North Carolina,NC,"56,292"
Craven County,North Carolina,NC,"102,632"
Cumberland County,North Carolina,NC,"333,167"
Currituck County,North Carolina,NC,"25,640"
Dare County,North Carolina,NC,"35,829"
Davidson County,North Carolina,NC,"164,270"
Davie County,North Carolina,NC,"41,921"
Duplin County,North Carolina,NC,"59,275"
Durham County,North Carolina,NC,"307,826"
Edgecombe County,North Carolina,NC,"53,283"
Forsyth County,North Carolina,NC,"371,260"
Franklin County,North Carolina,NC,"64,676"
Gaston County,North Carolina,NC,"216,622"
Gates County,North Carolina,NC,"11,569"
Graham County,North Carolina,NC,"8,531"
Granville County,North Carolina,NC,"58,684"
Greene County,North Carolina,NC,"21,078"
Guilford County,North Carolina,NC,"524,265"
Halifax County,North Carolina,NC,"51,815"
Harnett County,North Carolina,NC,"130,674"
Haywood County,North Carolina,NC,"60,405"
Henderson County,North Carolina,NC,"113,583"
Hertford County,North Carolina,NC,"24,209"
Hoke County,North Carolina,NC,"52,981"
Hyde County,North Carolina,NC,"5,434"
Iredell County,North Carolina,NC,"172,466"
Jackson County,North Carolina,NC,"42,622"
Johnston County,North Carolina,NC,"190,843"
Jones County,North Carolina,NC,"9,588"
Lee County,North Carolina,NC,"59,646"
Lenoir County,North Carolina,NC,"57,240"
Lincoln County,North Carolina,NC,"81,229"
McDowell County,North Carolina,NC,"44,866"
Macon County,North Carolina,NC,"34,262"
Madison County,North Carolina,NC,"21,367"
Martin County,North Carolina,NC,"23,122"
Mecklenburg County,North Carolina,NC,"1,056,901"
Mitchell County,North Carolina,NC,"14,996"
Montgomery County,North Carolina,NC,"27,301"
Moore County,North Carolina,NC,"95,405"
Nash County,North Carolina,NC,"93,953"
New Hanover County,North Carolina,NC,"224,809"
